lookback,periods,total_return,cagr,annual_volatility,sharpe,monthly_max_drawdown,positive_period_rate
42,70,0.8297545136897937,0.10912789348635221,0.13014824348725,0.8625830582463765,-0.17674949159958087,0.6285714285714286
63,70,0.8167991292270473,0.1077776879783019,0.13057612251493173,0.8507668021801078,-0.17811819373713988,0.6
126,70,0.7945857300797867,0.1054439361323638,0.12947797622215196,0.8404721821955765,-0.17803177062899844,0.5714285714285714
