segment,portfolio,periods,total_return,cagr,annual_volatility,sharpe,monthly_max_drawdown,positive_period_rate
discovery_2009_2017,strategy,108,2.232063019530679,0.1392233264987437,0.11679395430383972,1.1793526911043373,-0.12928243957538998,0.6018518518518519
discovery_2009_2017,spy,108,3.1389081803440275,0.17096217301223526,0.1342802609923928,1.2497464837091459,-0.17098892842763458,0.7314814814814815
validation_2018_2023,strategy,70,0.8167991292270473,0.1077776879783019,0.13057612251493173,0.8507668021801078,-0.17811819373713988,0.6
validation_2018_2023,spy,70,0.7821732102779528,0.10412942700211802,0.19330068042594972,0.6110340758129728,-0.23312906271393463,0.6428571428571429
holdout_2024_2025,strategy,23,0.7564462270834644,0.3416387038440243,0.07847798164483083,3.827313304288879,-0.007724255659347312,0.9130434782608695
holdout_2024_2025,spy,23,0.46593207231014255,0.22086626620351701,0.10613219912965768,1.9468592038311507,-0.06959088692223414,0.782608695652174
