signal_date,entry_date,exit_date,gross_return,turnover,net_return,benchmark_return
2013-07-31,2013-08-01,2013-09-03,0.017684557070447807,0.01414624048298474,0.01765576424948767,-0.02800194136896328
2013-08-30,2013-09-03,2013-10-01,-0.001541395242867418,0.03961611633726381,-0.001620505347355361,0.022572057215618502
2013-09-30,2013-10-01,2013-11-01,0.03979977192657095,0.008828934288496793,0.03978141127885193,0.04686574776030761
2013-10-31,2013-11-01,2013-12-02,-0.0005654263195830379,0.08186299229215666,-0.0007290597291864653,0.028804141512542403
2013-11-29,2013-12-02,2014-01-02,0.010949258800521519,0.047971794709257,0.010852264699912295,0.021474237070917335
2013-12-31,2014-01-02,2014-02-03,-0.0011816128439240455,0.09256511939346751,-0.0013665243304430419,-0.032666799958728676
2014-01-31,2014-02-03,2014-03-03,0.058389227068837014,0.012110474443460417,0.05836359187746587,0.037534541048189984
2014-02-28,2014-03-03,2014-04-01,-0.028717851650901856,0.029014926842633015,-0.02877421501185773,0.02056930181375849
2014-03-31,2014-04-01,2014-05-01,-0.005464496683974535,0.09358241926993638,-0.005650638760874793,0.0031979327155786663
2014-04-30,2014-05-01,2014-06-02,0.005959636119361815,0.13155245015525296,0.005694963209584403,0.02512987822977575
2014-05-30,2014-06-02,2014-07-01,0.051773848909093215,0.02814498360660006,0.051714644593622516,0.021716092942832832
2014-06-30,2014-07-01,2014-08-01,-0.011412509486271576,0.03585624141131488,-0.011483403549703786,-0.01855246210721584
2014-07-31,2014-08-01,2014-09-02,0.021501502556407825,0.1610291896734921,0.02117251943799392,0.04367460207627771
2014-08-29,2014-09-02,2014-10-01,-0.026202615673489207,0.015346207532200451,-0.026232503866997603,-0.016671647471986017
2014-09-30,2014-10-01,2014-11-03,-0.0028271590627920954,0.1627265931615432,-0.0031516921411899324,0.026537561771805773
2014-10-31,2014-11-03,2014-12-01,0.024408587274842984,0.1833983661531669,0.024032837552484088,0.02218745852042625
2014-11-28,2014-12-01,2015-01-02,-0.013245453294684273,0.17428119412756132,-0.013589398816105436,0.005421715948412897
2014-12-31,2015-01-02,2015-02-02,0.023429079778617475,0.09351114697688095,0.02323767572441815,-0.030671708683757792
2015-01-30,2015-02-02,2015-03-02,0.025458032356463208,0.12873513868472541,0.02519400739244171,0.05363669921066738
2015-02-27,2015-03-02,2015-04-01,-0.02165551549878446,0.11834897438944308,-0.021887087631464963,-0.016456474330500903
2015-03-31,2015-04-01,2015-05-01,0.003110622077763579,0.08877443331469825,0.0029325209237096583,0.014583843340546299
2015-04-30,2015-05-01,2015-06-01,0.023588012565553824,0.030989689248059837,0.02352457121669893,0.01212991188322965
2015-05-29,2015-06-01,2015-07-01,-0.02277413142556827,0.07123953966785745,-0.022913365667625807,-0.015096525063222344
2015-06-30,2015-07-01,2015-08-03,-0.016107213560762196,0.029570188092300387,-0.016165401350277442,0.013142413683284726
2015-07-31,2015-08-03,2015-09-01,-0.015202874111699516,0.13990131588578147,-0.015478422939284142,-0.08239140360299724
2015-08-31,2015-09-01,2015-10-01,-0.013854423023845465,0.12166311094987559,-0.014094378101334182,-0.00021422144247229546
2015-09-30,2015-10-01,2015-11-02,0.050041742424378796,0.03180510541331627,0.04997494904776634,0.08454822615723834
2015-10-30,2015-11-02,2015-12-01,-0.03551222883597209,0.04522998463938499,-0.035599476370121286,0.005376013740900243
2015-11-30,2015-12-01,2016-01-04,-0.012086193243357338,0.09734709842290673,-0.012278534328516777,-0.03703582805648198
2015-12-31,2016-01-04,2016-02-01,-0.0017030824167138386,0.12876154859567368,-0.00196016693084633,-0.03970268285582368
2016-01-29,2016-02-01,2016-03-01,0.06098334408566965,0.06162223499801461,0.06085258375575342,0.012881060292054602
2016-02-29,2016-03-01,2016-04-01,0.010442875501826761,0.11334805002876797,0.010213812042619397,0.05330010356429993
2016-03-31,2016-04-01,2016-05-02,0.02533449926941029,0.006257102401169945,0.025321668023495558,0.012576195785624078
2016-04-29,2016-05-02,2016-06-01,-0.00960722763686284,0.19054726589958276,-0.00998466090674377,0.010632277535569612
2016-05-31,2016-06-01,2016-07-01,0.032517199740146795,0.017820118137308716,0.03248040058319046,0.006930712327520183
2016-06-30,2016-07-01,2016-08-01,0.041568455027172116,0.02123248242227188,0.04152422485934637,0.036805219258180255
2016-07-29,2016-08-01,2016-09-01,-0.008668950112483288,0.010683901227536263,-0.008690132678524809,0.0008288311013535665
2016-08-31,2016-09-01,2016-10-03,0.013618559863202031,0.009442023998953941,0.013599418641665917,-0.002115243303789982
2016-09-30,2016-10-03,2016-11-01,-0.015686169196942566,0.06333476967796942,-0.015810851776472012,-0.013390784551766122
2016-10-31,2016-11-01,2016-12-01,-0.04463824290311346,0.011485003169501573,-0.044660187568730025,0.03663188192818079
2016-11-30,2016-12-01,2017-01-03,0.0026263124421700805,0.08014986506357885,0.0024655917148672657,0.025535092633907963
2016-12-30,2017-01-03,2017-02-01,0.04908169187859753,0.03982273805231429,0.048998137267775244,0.011064744250893987
2017-01-31,2017-02-01,2017-03-01,0.0365087954373517,0.005874390575274779,0.036496617722353575,0.047729853877521045
2017-02-28,2017-03-01,2017-04-03,0.010901447070297478,0.05379262718077432,0.010792688980979959,-0.0065613397891924885
2017-03-31,2017-04-03,2017-05-01,0.02291658737307709,0.05198104625677019,0.022810242824186977,0.012213747620103632
2017-04-28,2017-05-01,2017-06-01,0.021656879243335318,0.039749993768288305,0.021575657534169013,0.013784461414594551
2017-05-31,2017-06-01,2017-07-03,-0.025049736806509307,0.08834824774938205,-0.02522200710130129,0.00865548486115042
2017-06-30,2017-07-03,2017-08-01,0.036088889823399514,0.2098532157497055,0.03565403665273559,0.018857140895658597
2017-07-31,2017-08-01,2017-09-01,0.03428314011025685,0.020016688224743062,0.03424173426395338,0.0018587745423801483
2017-08-31,2017-09-01,2017-10-02,-0.02379708588242121,0.03231429079325521,-0.02386017649210126,0.01943402002987593
2017-09-29,2017-10-02,2017-11-01,0.022889853322338352,0.13662305335499708,0.022610352652324917,0.026044939863849592
2017-10-31,2017-11-01,2017-12-01,0.004245127613040029,0.06025089513237347,0.004124114277297863,0.026042410417332018
2017-11-30,2017-12-01,2018-01-02,0.024198533555261255,0.04148802328423912,0.024113549610045526,0.016804058687720946
2017-12-29,2018-01-02,2018-02-01,0.04495641457420693,0.05275300979329739,0.044846165382263825,0.049395101439444256
2018-01-31,2018-02-01,2018-03-01,-0.014874550207070136,0.01156841592161273,-0.014897342888946508,-0.03436836853310299
2018-02-28,2018-03-01,2018-04-02,-0.0032247029267390703,0.264098211346618,-0.0037511960728821014,-0.0287703088059702
2018-03-29,2018-04-02,2018-05-01,-0.011934732302451363,0.029486728812329888,-0.011993001927646296,0.005027782536062286
2018-04-30,2018-05-01,2018-06-01,0.011302245673647102,0.055670888697386955,0.011189645484130484,0.03236426166102424
2018-05-31,2018-06-01,2018-07-02,-0.025634673757079153,0.01135286472131869,-0.025656797432555112,-0.006203038057933097
2018-06-29,2018-07-02,2018-08-01,-0.0009631057054341353,0.02968131313966066,-0.0010224111592294083,0.044710579289875874
2018-07-31,2018-08-01,2018-09-04,0.00375328320735574,0.048213471698573096,0.003656494346331085,0.02940760095339834
2018-08-31,2018-09-04,2018-10-01,0.0008814420187904435,0.09062569999585457,0.0007000308561988522,0.01239448092214035
2018-09-28,2018-10-01,2018-11-01,-0.02043081720227154,0.012236781919645778,-0.020454790751201712,-0.07021344791173623
2018-10-31,2018-11-01,2018-12-03,0.007395290359877529,0.1718701983773323,0.007049007903080495,0.03195890588353767
2018-11-30,2018-12-03,2019-01-02,-0.0023427149787235944,0.14029263581505735,-0.002622642919035023,-0.11725257926239496
2018-12-31,2019-01-02,2019-02-01,0.047333656394189204,0.004502982830479313,0.04732422414324411,0.09825968062480883
2019-01-31,2019-02-01,2019-03-01,0.0007491070342402397,0.038528870652587144,0.000671991568439001,0.03808982875996003
2019-02-28,2019-03-01,2019-04-01,0.004183738990148771,0.03900318166795383,0.00410540626854905,0.019662258657895615
2019-03-29,2019-04-01,2019-05-01,0.011142650099983404,0.19281197052972238,0.010752729286278573,0.0351950585933567
2019-04-30,2019-05-01,2019-06-03,-0.025715196010718533,0.13378690582878078,-0.025975889109361883,-0.06585930311454458
2019-05-31,2019-06-03,2019-07-01,0.07441243495786756,0.09752391994392151,0.07420287313328044,0.08286284110673914
2019-06-28,2019-07-01,2019-08-01,0.00627234042142928,0.010574440914578431,0.006251058886613814,0.003101105388941372
2019-07-31,2019-08-01,2019-09-03,0.0414667121490768,0.1227474100886467,0.04121103746585719,-0.023622488481793602
2019-08-30,2019-09-03,2019-10-01,-0.018056582464696384,0.06157076303299436,-0.01817750047564215,0.02940759358873657
2019-09-30,2019-10-01,2019-11-01,0.03668260567468817,0.012859643894402695,0.03665594293640706,0.024115034601017493
2019-10-31,2019-11-01,2019-12-02,-0.005483712277202062,0.11271734234008551,-0.005707910742934086,0.03171352197149391
2019-11-29,2019-12-02,2020-01-02,0.047592912476748545,0.13351535507706214,0.04731317299737747,0.033506122793299786
2019-12-31,2020-01-02,2020-02-03,0.03034458228354383,0.06943312787271583,0.03020150218927453,-0.0005872090863753288
2020-01-31,2020-02-03,2020-03-02,-0.01880734599359385,0.011590753331849724,-0.018830091517641034,-0.07774870221196195
2020-02-28,2020-03-02,2020-04-01,-0.051794282865760904,0.11055717312810803,-0.0520039447530215,-0.1635485457230118
2020-03-31,2020-04-01,2020-05-01,0.09539494538063636,0.11514733665925653,0.09514268175953533,0.15053630611838376
2020-04-30,2020-05-01,2020-06-01,0.04745174960401121,0.03420098738811106,0.047380101835855504,0.06417583127492188
2020-05-29,2020-06-01,2020-07-01,0.03820053174626082,0.02704383780616182,0.038144377892679104,0.024083852283049767
2020-06-30,2020-07-01,2020-08-03,0.09879625792510563,0.06948216118359157,0.0986435644477035,0.06056760193780342
2020-07-31,2020-08-03,2020-09-01,0.048204125446168,0.06326949002784193,0.048071486765243865,0.06667293871090041
2020-08-31,2020-09-01,2020-10-01,-0.048523077486366584,0.15355436816858326,-0.04881528436169369,-0.03189040764594342
2020-09-30,2020-10-01,2020-11-02,-0.0192370522066217,0.08427510431854074,-0.019402360006095853,-0.022180032311861497
2020-10-30,2020-11-02,2020-12-01,0.020522744796911904,0.020816531599955945,0.020480257308980843,0.10711699803516783
2020-11-30,2020-12-01,2021-01-04,0.06260664013086184,0.1991584703870482,0.062183385904718724,0.031019683357401018
2020-12-31,2021-01-04,2021-02-01,-0.017971896542064627,0.15622604025801023,-0.018278733266115288,-0.004236831513123929
2021-01-29,2021-02-01,2021-03-01,-0.034836115066547844,0.061961984318357755,-0.034955722005553636,0.031761961798634886
2021-02-26,2021-03-01,2021-04-01,0.0016447601803005448,0.009877030167042278,0.0016249736292746064,0.03660601528638385
2021-03-31,2021-04-01,2021-05-03,0.04254020629658885,0.1615907807028678,0.042203276524889644,0.052785960453049396
2021-04-30,2021-05-03,2021-06-01,0.036045251759277856,0.03551795519840778,0.035971655341606734,0.0074864311555382645
2021-05-28,2021-06-01,2021-07-01,-0.02324669165106812,0.03227261836312073,-0.023309736424578675,0.018228883409564967
2021-06-30,2021-07-01,2021-08-02,0.02440573039107616,0.1443232760413607,0.02411003920906496,0.026744927294209075
2021-07-30,2021-08-02,2021-09-01,0.020739366546743285,0.004597060299016131,0.0207299817459079,0.027751291218722107
2021-08-31,2021-09-01,2021-10-01,-0.047092879237092475,0.1747942463869605,-0.047426004601193505,-0.044633316677511914
2021-09-30,2021-10-01,2021-11-01,0.04944635577456606,0.07506343468505816,0.04928880567860183,0.06803092165123736
2021-10-29,2021-11-01,2021-12-01,0.013672632498567426,0.05427123894616581,0.013562605959264395,0.0029110693578224822
2021-11-30,2021-12-01,2022-01-03,0.00798577989776766,0.09730910700488454,0.007789607505536589,0.03538117517388839
2021-12-31,2022-01-03,2022-02-01,-0.03382224432087499,0.16732211146456577,-0.03414557012513564,-0.053789647328025825
2022-01-31,2022-02-01,2022-03-01,0.023495013298355103,0.03176868442830216,0.02342998311817235,-0.03470301508603335
2022-02-28,2022-03-01,2022-04-01,0.016521200815780637,0.05826602262014041,0.01640274352121951,0.04523317911354052
2022-03-31,2022-04-01,2022-05-02,-0.06924463243264475,0.09781478330046428,-0.06942671570181347,-0.09097528476106942
2022-04-29,2022-05-02,2022-06-01,-0.007897160251239856,0.001762095947494935,-0.007900656612026657,0.007522967845105866
2022-05-31,2022-06-01,2022-07-01,-0.05106688191103652,0.027300637432311814,-0.05111869486904541,-0.0890799852211398
2022-06-30,2022-07-01,2022-08-01,0.0234191489063401,0.05387736728436027,0.023308870647597013,0.08654647561524009
2022-07-29,2022-08-01,2022-09-01,-0.04479317361914076,0.027907974397969326,-0.04484648939445146,-0.03974075309096747
2022-08-31,2022-09-01,2022-10-03,-0.04000832459369763,0.06406322461936281,-0.04013132491836624,-0.07718902593459487
2022-09-30,2022-10-03,2022-11-01,0.008311642066269772,0.08226226528746755,0.008145750066685498,0.08048073840674141
2022-10-31,2022-11-01,2022-12-01,0.07383387036623469,0.02856464426401195,0.07377252300122339,0.04775208115833296
2022-11-30,2022-12-01,2023-01-03,-0.012692244708858918,0.03275005007781523,-0.012756913465714836,-0.055373352205202786
2022-12-30,2023-01-03,2023-02-01,0.06545152987600034,0.07183479307596435,0.06529845689563807,0.054218687657605846
2023-01-31,2023-02-01,2023-03-01,-0.0329404685415643,0.0048656442595801375,-0.03294987927688009,-0.02418499029959853
2023-02-28,2023-03-01,2023-04-03,0.0802948885307486,0.0004715537027282224,0.0802938696966391,0.037936312834905506
2023-03-31,2023-04-03,2023-05-01,0.01130898696462674,0.10980367005973479,0.011086896087960652,0.01619172945341174
2023-04-28,2023-05-01,2023-06-01,0.024874353829306518,0.025120195016677782,0.02482286374203513,0.006305957046813138
2023-05-31,2023-06-01,2023-07-03,0.019025396191606758,0.02891046517007545,0.018966475195158594,0.06332439770721243
2023-06-30,2023-07-03,2023-08-01,0.021342371226088466,0.13337588011979107,0.02106992635075655,0.030140888184609915
2023-07-31,2023-08-01,2023-09-01,-0.0022806140969634557,0.01777529740633993,-0.00231608361458846,-0.006794071962605286
2023-08-31,2023-09-01,2023-10-02,-0.05758811837317743,0.10633754831839137,-0.057788545911174105,-0.05526670761924257
2023-09-29,2023-10-02,2023-11-01,0.044552621151746394,0.021204929890913604,0.04450832182154851,-0.01739250221468902
2023-10-31,2023-11-01,2023-12-01,0.05724395665150823,0.13067561371167247,0.056967644645751436,0.0872375227230675
